BenchmarkTest00694,SECSP,SERVLET_PARAMETER,['43'],"['String[] values = request.getParameterValues(""BenchmarkTest00694"");']"
BenchmarkTest00963,SECPTI,PATH_TRAVERSAL_IN,['82'],['java.io.File fileTarget = new java.io.File(']
BenchmarkTest01788,SECXSS2,XSS_SERVLET,"['84', '85', '86']","['response.getWriter().println(', 'user + "" has been remembered with cookie: "" + rememberMe.getName()', '+ "" whose value is: "" + rememberMe.getValue() + ""<br/>""']"
BenchmarkTest02209,SECHOC,HTTPONLY_COOKIE,['82'],"['javax.servlet.http.Cookie rememberMe = new javax.servlet.http.Cookie(cookieName, rememberMeKey);']"
BenchmarkTest00375,SECSP,SERVLET_PARAMETER,['43'],"['String param = request.getParameter(""BenchmarkTest00375"");']"
BenchmarkTest01888,SQL,SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,['67'],['int count = statement.executeUpdate( sql );']
BenchmarkTest02136,SECSP,SERVLET_PARAMETER,['43'],"['String param = request.getParameter(""BenchmarkTest02136"");']"
BenchmarkTest00691,SECSP,SERVLET_PARAMETER,['43'],"['String[] values = request.getParameterValues(""BenchmarkTest00691"");']"
BenchmarkTest00631,SECSHA1,WEAK_MESSAGE_DIGEST_SHA1,"['58', '60']","['md = java.security.MessageDigest.getInstance(""SHA1"", provider[0]);', 'md = java.security.MessageDigest.getInstance(""SHA1"", ""SUN"");']"
BenchmarkTest00139,SECLDAPI,LDAP_INJECTION,"['81', '66', '75']","['String bar = thing.doSomething(g48394); // reflection', 'String filter = ""(&(objectclass=person)(uid="" + bar', 'idc.search(base, filter, sc);']"
BenchmarkTest00763,SQL,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,['76'],"['java.sql.PreparedStatement statement = connection.prepareStatement( sql, new int[] { 1, 2 } );']"
BenchmarkTest01230,SECPTI,PATH_TRAVERSAL_IN,['75'],['java.io.File fileTarget = new java.io.File(']
BenchmarkTest01392,SECSQLIJDBC,SQL_INJECTION_JDBC,"['57', '43', '46', '51', '53']","['java.util.Map<String,String[]> map = request.getParameterMap();', 'String[] values = map.get(""BenchmarkTest01392"");', 'String bar = new Test().doSomething(request, param);', 'String sql = ""SELECT * from USERS where USERNAME=\'foo\' and PASSWORD=\'""+ bar +""\'"";', 'java.sql.ResultSet rs = statement.executeQuery( sql );']"
BenchmarkTest00989,SECXSS2,XSS_SERVLET,"['99', '100', '101']","['response.getWriter().println(', 'user + "" has been remembered with cookie: "" + rememberMe.getName()', '+ "" whose value is: "" + rememberMe.getValue() + ""<br/>""']"
BenchmarkTest00408,SECCI,COMMAND_INJECTION,"['79', '43']","['String param = request.getParameter(""BenchmarkTest00408"");', 'Process p = r.exec(args, argsEnv);']"
BenchmarkTest02337,SECCU,COOKIE_USAGE,"['77', '78', '99', '100']","['if (cookieName.equals(cookie.getName())) {', 'if (cookie.getValue().equals(request.getSession().getAttribute(cookieName))) {', 'user + "" has been remembered with cookie: "" + rememberMe.getName()', '+ "" whose value is: "" + rememberMe.getValue() + ""<br/>""']"
BenchmarkTest00677,SECSQLISPRJDBC,SQL_INJECTION_SPRING_JDBC,"['57', '50', '55']","['bar = new String( new sun.misc.BASE64Decoder().decodeBuffer(', 'String sql = ""SELECT * from USERS where USERNAME=\'foo\' and PASSWORD=\'"" + bar + ""\'"";', 'java.util.List<String> results = org.owasp.benchmark.helpers.DatabaseHelper.JDBCtemplate.query(sql,  new org.springframework.jdbc.core.RowMapper<String>() {']"
BenchmarkTest02209,SECXSS2,XSS_SERVLET,"['89', '90', '91']","['response.getWriter().println(', 'user + "" has been remembered with cookie: "" + rememberMe.getName()', '+ "" whose value is: "" + rememberMe.getValue() + ""<br/>""']"
BenchmarkTest01730,SECSSQ,SERVLET_QUERY_STRING,['43'],['String queryString = request.getQueryString();']
BenchmarkTest01229,CIPINT,CIPHER_INTEGRITY,['59'],"['javax.crypto.Cipher c = javax.crypto.Cipher.getInstance(""DES/CBC/PKCS5Padding"");']"
BenchmarkTest00049,SECXSS2,XSS_SERVLET,"['64', '45', '54', '58', '60', '64']","['String queryString = request.getQueryString();', 'String param = queryString.substring(paramLoc + paramval.length()); // 1st assume ""BenchmarkTest00049"" param is last parameter in query string.', 'param = queryString.substring(paramLoc + paramval.length(), ampersandLoc);', 'param = java.net.URLDecoder.decode(param, ""UTF-8"");', 'response.getWriter().write(""Parameter value: "" + param);', 'response.getWriter().write(""Parameter value: "" + param);']"
BenchmarkTest01480,STAIV,STATIC_IV,['64'],['java.security.spec.AlgorithmParameterSpec paramSpec = new javax.crypto.spec.IvParameterSpec(iv);']
BenchmarkTest01005,SECCU,COOKIE_USAGE,"['54', '55']","['if (theCookie.getName().equals(""BenchmarkTest01005"")) {', 'param = java.net.URLDecoder.decode(theCookie.getValue(), ""UTF-8"");']"
BenchmarkTest00522,SECPTI,PATH_TRAVERSAL_IN,['104'],['java.io.File fileTarget = new java.io.File(']
BenchmarkTest00149,SECXSS2,XSS_SERVLET,"['58', '45', '49', '52', '53']","['param = request.getHeader(""Referer"");', 'param = java.net.URLDecoder.decode(param, ""UTF-8"");', 'StringBuilder sbxyz19132 = new StringBuilder(param);', 'String bar = sbxyz19132.append(""_SafeStuff"").toString();', 'response.getWriter().printf(java.util.Locale.US,""Formatted like: %1$s and %2$s."",obj);']"
BenchmarkTest00533,SECSP,SERVLET_PARAMETER,"['45', '48']","['java.util.Enumeration<String> names = request.getParameterNames();', 'String[] values = request.getParameterValues(name);']"
BenchmarkTest01064,SECCI,COMMAND_INJECTION,"['62', '45', '49', '51', '62']","['param = request.getHeader(""BenchmarkTest01064"");', 'param = java.net.URLDecoder.decode(param, ""UTF-8"");', 'String bar = new Test().doSomething(request, param);', 'Process p = r.exec(cmd + bar);', 'Process p = r.exec(cmd + bar);']"
BenchmarkTest00570,SECSP,SERVLET_PARAMETER,"['45', '48']","['java.util.Enumeration<String> names = request.getParameterNames();', 'String[] values = request.getParameterValues(name);']"
BenchmarkTest01123,SECPTI,PATH_TRAVERSAL_IN,['81'],['java.io.File fileTarget = new java.io.File(']
BenchmarkTest01651,SECSSQ,SERVLET_QUERY_STRING,['43'],['String queryString = request.getQueryString();']
BenchmarkTest01633,SECXSS2,XSS_SERVLET,"['66', '67']","['response.getWriter().println(', 'xp.evaluate(expression, xmlDocument) + ""<br/>""']"
BenchmarkTest00482,SECPR,PREDICTABLE_RANDOM,['56'],['new java.util.Random().nextBytes(bytes);']
BenchmarkTest01231,SECSP,SERVLET_PARAMETER,['43'],"['String param = request.getParameter(""BenchmarkTest01231"");']"
BenchmarkTest00085,SECHOC,HTTPONLY_COOKIE,"['36', '99']","['javax.servlet.http.Cookie userCookie = new javax.servlet.http.Cookie(""BenchmarkTest00085"", ""whatever"");', 'javax.servlet.http.Cookie rememberMe = new javax.servlet.http.Cookie(cookieName, rememberMeKey);']"
BenchmarkTest00487,SECPR,PREDICTABLE_RANDOM,['60'],['int r = new java.util.Random().nextInt();']
BenchmarkTest02635,SECSSQ,SERVLET_QUERY_STRING,['43'],['String queryString = request.getQueryString();']
BenchmarkTest01455,SECSP,SERVLET_PARAMETER,"['45', '48']","['java.util.Enumeration<String> names = request.getParameterNames();', 'String[] values = request.getParameterValues(name);']"
BenchmarkTest00025,SECSP,SERVLET_PARAMETER,['45'],"['String param = request.getParameter(""BenchmarkTest00025"");']"
BenchmarkTest00030,SECSP,SERVLET_PARAMETER,['45'],"['java.util.Map<String,String[]> map = request.getParameterMap();']"
BenchmarkTest00085,SECCU,COOKIE_USAGE,"['54', '55', '85', '86', '107', '108']","['if (theCookie.getName().equals(""BenchmarkTest00085"")) {', 'param = java.net.URLDecoder.decode(theCookie.getValue(), ""UTF-8"");', 'if (cookieName.equals(cookie.getName())) {', 'if (cookie.getValue().equals(request.getSession().getAttribute(cookieName))) {', 'user + "" has been remembered with cookie: "" + rememberMe.getName()', '+ "" whose value is: "" + rememberMe.getValue() + ""<br/>""']"
BenchmarkTest01998,SECPTI,PATH_TRAVERSAL_IN,['84'],['java.io.File fileTarget = new java.io.File(']
BenchmarkTest00475,SECSP,SERVLET_PARAMETER,['43'],"['java.util.Map<String,String[]> map = request.getParameterMap();']"
BenchmarkTest00061,SECHOC,HTTPONLY_COOKIE,['36'],"['javax.servlet.http.Cookie userCookie = new javax.servlet.http.Cookie(""BenchmarkTest00061"", ""FileName"");']"
BenchmarkTest00210,SECPTI,PATH_TRAVERSAL_IN,['102'],['java.io.File fileTarget = new java.io.File(']
BenchmarkTest02007,SECXSS2,XSS_SERVLET,"['104', '105', '106']","['response.getWriter().println(', 'user + "" has been remembered with cookie: "" + rememberMe.getName()', '+ "" whose value is: "" + rememberMe.getValue() + ""<br/>""']"
BenchmarkTest02026,SECPTI,PATH_TRAVERSAL_IN,"['55', '44', '47', '51', '53', '55']","['java.util.Enumeration<String> headers = request.getHeaders(""BenchmarkTest02026"");', 'param = headers.nextElement(); // just grab first element', 'param = java.net.URLDecoder.decode(param, ""UTF-8"");', 'String bar = doSomething(request, param);', 'java.io.File fileTarget = new java.io.File(new java.io.File(org.owasp.benchmark.helpers.Utils.testfileDir),bar);', 'java.io.File fileTarget = new java.io.File(new java.io.File(org.owasp.benchmark.helpers.Utils.testfileDir),bar);']"
BenchmarkTest00686,CIPINT,CIPHER_INTEGRITY,['70'],"['javax.crypto.Cipher c = javax.crypto.Cipher.getInstance(""AES/CBC/PKCS5PADDING"", java.security.Security.getProvider(""SunJCE""));']"
BenchmarkTest01347,SECXSS2,XSS_SERVLET,"['54', '51']","['String bar = new Test().doSomething(request, param);', 'response.getWriter().println(bar);']"
BenchmarkTest01518,SECCU,COOKIE_USAGE,"['64', '65', '85', '86']","['if (cookieName.equals(cookie.getName())) {', 'if (cookie.getValue().equals(request.getSession().getAttribute(cookieName))) {', 'user + "" has been remembered with cookie: "" + rememberMe.getName()', '+ "" whose value is: "" + rememberMe.getValue() + ""<br/>""']"
BenchmarkTest00030,SECXSS2,XSS_SERVLET,"['56', '45', '48']","['java.util.Map<String,String[]> map = request.getParameterMap();', 'String[] values = map.get(""BenchmarkTest00030"");', 'response.getWriter().printf(param,obj);']"
BenchmarkTest01007,SECHOC,HTTPONLY_COOKIE,['36'],"['javax.servlet.http.Cookie userCookie = new javax.servlet.http.Cookie(""BenchmarkTest01007"", ""bar"");']"
BenchmarkTest02576,SECPTI,PATH_TRAVERSAL_IN,['81'],['java.io.File fileTarget = new java.io.File(']
BenchmarkTest01427,SECXSS2,XSS_SERVLET,"['63', '45', '47', '60']","['java.util.Enumeration<String> names = request.getParameterNames();', 'String name = (String) names.nextElement();', 'String bar = new Test().doSomething(request, param);', 'response.getWriter().println(bar);']"
BenchmarkTest00803,SECSSQ,SERVLET_QUERY_STRING,['43'],['String queryString = request.getQueryString();']
BenchmarkTest02425,SECHOC,HTTPONLY_COOKIE,['77'],"['javax.servlet.http.Cookie rememberMe = new javax.servlet.http.Cookie(cookieName, rememberMeKey);']"
BenchmarkTest01079,SECHOC,HTTPONLY_COOKIE,['82'],"['javax.servlet.http.Cookie rememberMe = new javax.servlet.http.Cookie(cookieName, rememberMeKey);']"
BenchmarkTest00273,SECPTI,PATH_TRAVERSAL_IN,['89'],['java.io.File fileTarget = new java.io.File(']
BenchmarkTest02291,SECPTI,PATH_TRAVERSAL_IN,['96'],['java.io.File fileTarget = new java.io.File(']
BenchmarkTest01554,SECSQLISPRJDBC,SQL_INJECTION_SPRING_JDBC,"['51', '44', '47', '49']","['String param = scr.getTheParameter(""BenchmarkTest01554"");', 'String bar = new Test().doSomething(request, param);', 'String sql = ""SELECT * from USERS where USERNAME=\'foo\' and PASSWORD=\'"" + bar + ""\'"";', 'java.util.List list = org.owasp.benchmark.helpers.DatabaseHelper.JDBCtemplate.queryForList(sql);']"
BenchmarkTest02708,SECXSS2,XSS_SERVLET,"['84', '85', '86']","['response.getWriter().println(', 'user + "" has been remembered with cookie: "" + rememberMe.getName()', '+ "" whose value is: "" + rememberMe.getValue() + ""<br/>""']"
BenchmarkTest00774,SECSQLIJDBC,SQL_INJECTION_JDBC,"['76', '43', '72']","['String[] values = request.getParameterValues(""BenchmarkTest00774"");', 'String sql = ""INSERT INTO users (username, password) VALUES (\'foo\',\'""+ bar + ""\')"";', 'int count = statement.executeUpdate( sql, java.sql.Statement.RETURN_GENERATED_KEYS );']"
BenchmarkTest00128,SECSH,SERVLET_HEADER,"['44', '45']","['if (request.getHeader(""BenchmarkTest00128"") != null) {', 'param = request.getHeader(""BenchmarkTest00128"");']"
BenchmarkTest00722,SECSP,SERVLET_PARAMETER,['43'],"['String[] values = request.getParameterValues(""BenchmarkTest00722"");']"
BenchmarkTest01377,SECSP,SERVLET_PARAMETER,['43'],"['java.util.Map<String,String[]> map = request.getParameterMap();']"
BenchmarkTest02015,SECTBV,TRUST_BOUNDARY_VIOLATION,"['63', '60']","['String bar = doSomething(request, param);', 'request.getSession().putValue( bar, ""10340"");']"
BenchmarkTest00753,SECSP,SERVLET_PARAMETER,['43'],"['String[] values = request.getParameterValues(""BenchmarkTest00753"");']"
BenchmarkTest00016,SECHOC,HTTPONLY_COOKIE,['71'],"['javax.servlet.http.Cookie cookie = new javax.servlet.http.Cookie(""SomeCookie"", str);']"
BenchmarkTest01967,SECSQLISPRJDBC,SQL_INJECTION_SPRING_JDBC,"['55', '45', '49', '51', '53']","['param = request.getHeader(""BenchmarkTest01967"");', 'param = java.net.URLDecoder.decode(param, ""UTF-8"");', 'String bar = doSomething(request, param);', 'String sql = ""SELECT TOP 1 USERNAME from USERS where USERNAME=\'foo\' and PASSWORD=\'"" + bar + ""\'"";', 'Object results = org.owasp.benchmark.helpers.DatabaseHelper.JDBCtemplate.queryForObject(sql,new Object[]{}, String.class);']"
BenchmarkTest01584,SECXSS2,XSS_SERVLET,"['53', '43', '49']","['String[] values = request.getParameterValues(""BenchmarkTest01584"");', 'String bar = new Test().doSomething(request, param);', 'response.getWriter().format(java.util.Locale.US,bar,obj);']"
BenchmarkTest00921,SECXSS2,XSS_SERVLET,"['92', '93', '94']","['response.getWriter().println(', 'user + "" has been remembered with cookie: "" + rememberMe.getName()', '+ "" whose value is: "" + rememberMe.getValue() + ""<br/>""']"
BenchmarkTest01388,SECSP,SERVLET_PARAMETER,['43'],"['java.util.Map<String,String[]> map = request.getParameterMap();']"
BenchmarkTest01697,SECSSQ,SERVLET_QUERY_STRING,['43'],['String queryString = request.getQueryString();']
BenchmarkTest00603,SECSP,SERVLET_PARAMETER,"['45', '48']","['java.util.Enumeration<String> names = request.getParameterNames();', 'String[] values = request.getParameterValues(name);']"
BenchmarkTest00914,SECCU,COOKIE_USAGE,"['71', '72', '93', '94']","['if (cookieName.equals(cookie.getName())) {', 'if (cookie.getValue().equals(request.getSession().getAttribute(cookieName))) {', 'user + "" has been remembered with cookie: "" + rememberMe.getName()', '+ "" whose value is: "" + rememberMe.getValue() + ""<br/>""']"
BenchmarkTest00975,SECCU,COOKIE_USAGE,"['54', '55', '78', '79', '99', '100']","['if (theCookie.getName().equals(""BenchmarkTest00975"")) {', 'param = java.net.URLDecoder.decode(theCookie.getValue(), ""UTF-8"");', 'if (cookieName.equals(cookie.getName())) {', 'if (cookie.getValue().equals(request.getSession().getAttribute(cookieName))) {', 'user + "" has been remembered with cookie: "" + rememberMe.getName()', '+ "" whose value is: "" + rememberMe.getValue() + ""<br/>""']"
BenchmarkTest02140,SECHOC,HTTPONLY_COOKIE,['76'],"['javax.servlet.http.Cookie rememberMe = new javax.servlet.http.Cookie(cookieName, rememberMeKey);']"
BenchmarkTest01185,SECIC,INSECURE_COOKIE,['70'],"['javax.servlet.http.Cookie cookie = new javax.servlet.http.Cookie(""SomeCookie"", str);']"
BenchmarkTest02413,SECCI,COMMAND_INJECTION,"['63', '44', '47', '59']","['String param = scr.getTheParameter(""BenchmarkTest02413"");', 'String bar = doSomething(request, param);', 'String[] args = {a1, a2, ""echo "" + bar};', 'pb.command(args);']"
BenchmarkTest01535,SECXSS2,XSS_SERVLET,"['88', '89', '90']","['response.getWriter().println(', 'user + "" has been remembered with cookie: "" + rememberMe.getName()', '+ "" whose value is: "" + rememberMe.getValue() + ""<br/>""']"
BenchmarkTest01854,SECXSS2,XSS_SERVLET,"['98', '99', '100']","['response.getWriter().println(', 'user + "" has been remembered with cookie: "" + rememberMe.getName()', '+ "" whose value is: "" + rememberMe.getValue() + ""<br/>""']"
BenchmarkTest00191,SECSQLIJDBC,SQL_INJECTION_JDBC,"['78', '45', '49', '74']","['param = request.getHeader(""BenchmarkTest00191"");', 'param = java.net.URLDecoder.decode(param, ""UTF-8"");', 'String sql = ""{call "" + bar + ""}"";', 'java.sql.CallableStatement statement = connection.prepareCall( sql, java.sql.ResultSet.TYPE_FORWARD_ONLY,']"
BenchmarkTest01341,SECSP,SERVLET_PARAMETER,['43'],"['java.util.Map<String,String[]> map = request.getParameterMap();']"
BenchmarkTest02159,SECXSS2,XSS_SERVLET,"['87', '88', '89']","['response.getWriter().println(', 'user + "" has been remembered with cookie: "" + rememberMe.getName()', '+ "" whose value is: "" + rememberMe.getValue() + ""<br/>""']"
BenchmarkTest01783,SECCU,COOKIE_USAGE,"['63', '64', '84', '85']","['if (cookieName.equals(cookie.getName())) {', 'if (cookie.getValue().equals(request.getSession().getAttribute(cookieName))) {', 'user + "" has been remembered with cookie: "" + rememberMe.getName()', '+ "" whose value is: "" + rememberMe.getValue() + ""<br/>""']"
BenchmarkTest01757,SECSHA1,WEAK_MESSAGE_DIGEST_SHA1,"['54', '56']","['md = java.security.MessageDigest.getInstance(""SHA1"", provider[0]);', 'md = java.security.MessageDigest.getInstance(""SHA1"", ""SUN"");']"
BenchmarkTest02106,SECSP,SERVLET_PARAMETER,['43'],"['String param = request.getParameter(""BenchmarkTest02106"");']"
BenchmarkTest00614,PADORA,PADDING_ORACLE,['72'],"['javax.crypto.Cipher c = javax.crypto.Cipher.getInstance(""DES/CBC/PKCS5Padding"");']"
BenchmarkTest00865,SECPTI,PATH_TRAVERSAL_IN,"['71', '70']","[""+ org.owasp.benchmark.helpers.Utils.testfileDir.replace('\\\\', java.io.File.separatorChar).replace(' ', '_') + bar, null, null);"", 'java.io.File fileTarget = new java.io.File(fileURI);']"
BenchmarkTest00686,SECSP,SERVLET_PARAMETER,['43'],"['String[] values = request.getParameterValues(""BenchmarkTest00686"");']"
BenchmarkTest00721,SECXSS2,XSS_SERVLET,"['65', '43', '54', '55', '59']","['String[] values = request.getParameterValues(""BenchmarkTest00721"");', 'valuesList.add( param );', 'valuesList.add( ""moresafe"" );', 'bar = valuesList.get(0); // get the param value', 'response.getWriter().printf(""Formatted like: %1$s and %2$s."",obj);']"
BenchmarkTest02505,SECHOC,HTTPONLY_COOKIE,['80'],"['javax.servlet.http.Cookie rememberMe = new javax.servlet.http.Cookie(cookieName, rememberMeKey);']"
BenchmarkTest00384,SECSP,SERVLET_PARAMETER,['43'],"['String param = request.getParameter(""BenchmarkTest00384"");']"
BenchmarkTest01408,SECSP,SERVLET_PARAMETER,"['45', '48']","['java.util.Enumeration<String> names = request.getParameterNames();', 'String[] values = request.getParameterValues(name);']"
BenchmarkTest01229,SECDU,DES_USAGE,"['59', '62']","['javax.crypto.Cipher c = javax.crypto.Cipher.getInstance(""DES/CBC/PKCS5Padding"");', 'javax.crypto.SecretKey key = javax.crypto.KeyGenerator.getInstance(""DES"").generateKey();']"
BenchmarkTest00234,SECCU,COOKIE_USAGE,"['85', '86', '106', '107']","['if (cookieName.equals(cookie.getName())) {', 'if (cookie.getValue().equals(request.getSession().getAttribute(cookieName))) {', 'user + "" has been remembered with cookie: "" + rememberMe.getName()', '+ "" whose value is: "" + rememberMe.getValue() + ""<br/>""']"
BenchmarkTest00789,SECSSQ,SERVLET_QUERY_STRING,['43'],['String queryString = request.getQueryString();']
BenchmarkTest00817,SECHOC,HTTPONLY_COOKIE,['106'],"['javax.servlet.http.Cookie rememberMe = new javax.servlet.http.Cookie(cookieName, rememberMeKey);']"
